sequence_id,frame_num,d_hand,bend_angle,dwell_time,conceal_flag,velocity,exit_flag,is_theft,theft_style
2,11,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,12,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,13,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,14,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,15,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,16,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,17,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,18,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,19,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,20,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,21,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,22,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,23,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,24,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,25,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,26,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,27,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,28,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
2,29,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,0,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,1,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,2,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,3,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,4,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,5,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,6,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,7,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,8,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,9,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,10,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,11,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,12,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,13,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,14,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,15,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,16,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,17,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,18,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,19,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,20,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,21,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,22,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,23,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,24,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,25,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,26,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,27,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,28,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
3,29,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,0,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,1,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,2,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,3,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,4,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,5,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,6,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,7,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,8,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,9,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,10,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,11,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,12,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,13,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,14,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,15,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,16,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,17,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,18,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,19,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,20,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,21,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,22,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,23,0.09122499476729741,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,24,0.09574809136306735,0.5,0.3333333333333333,0.0,0.0027612432393467464,0.0,0,Normal
4,25,0.09848213355598838,0.5,0.3333333333333333,0.0,0.0009078911845047388,0.0,0,Normal
4,26,0.10009989240888503,0.5,0.3333333333333333,0.0,0.0010150532023626999,0.0,0,Normal
4,27,0.101426115184459,0.5,0.3333333333333333,0.0,0.0010150532023626999,0.0,0,Normal
4,28,0.1022758660976305,0.5,0.3333333333333333,0.0,0.0,0.0,0,Normal
4,29,0.1022758660976305,0.5,0.3333333333333333,0.0,0.0004539455922523694,0.0,0,Normal
5,0,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,1,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,2,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,3,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,4,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,5,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,6,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,7,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,8,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,9,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,10,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,11,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,12,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,13,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,14,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,15,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,16,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,17,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,18,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,19,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,20,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,21,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,22,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,23,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,24,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,25,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,26,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,27,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,28,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
5,29,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,0,0.06132467254896449,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,1,0.053567503349517424,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,2,0.047802432317231046,0.5,0.3333333333333333,0.0,0.0006419760131427879,0.0,1,Pocketing
6,3,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,4,0.04251122308710205,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,5,0.043955437074393006,0.5,0.3333333333333333,0.0,0.0004539455922523694,0.0,1,Pocketing
6,6,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,7,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,8,0.04879440034246497,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,9,0.04879440034246497,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,10,0.04847875391625353,0.5,0.3333333333333333,0.0,0.0004539455922523694,0.0,1,Pocketing
6,11,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,12,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,13,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,14,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,15,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,16,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,17,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,18,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,19,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,20,0.04806895873568928,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,21,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,22,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,23,0.0564975366298013,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,24,0.05876272652247141,0.5,0.3333333333333333,0.0,0.0004539455922523694,0.0,1,Pocketing
6,25,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,26,0.060169627787977485,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,27,0.058066011754452786,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
6,28,0.05828915947892579,0.5,0.3333333333333333,0.0,0.0004539455922523694,0.0,1,Pocketing
6,29,0.05757240026842138,0.5,0.3333333333333333,0.0,0.0004539455922523694,0.0,1,Pocketing
7,0,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,1,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,2,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,3,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,4,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,5,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,6,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,7,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,8,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,9,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,10,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,11,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,12,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,13,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,14,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,15,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,16,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,17,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,18,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,19,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,20,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,21,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,22,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,23,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,24,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,25,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,26,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,27,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,28,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
7,29,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Pocketing
8,0,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,1,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,2,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,3,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,4,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,5,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,6,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,7,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,8,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,9,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,10,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,11,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,12,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,13,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,14,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,15,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,16,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,17,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,18,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,19,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,20,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,21,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,22,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,23,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,24,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,25,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,26,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,27,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,28,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
8,29,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,0,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,1,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,2,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,3,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,4,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,5,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,6,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,7,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,8,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,9,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,10,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,11,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,12,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,13,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,14,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,15,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,16,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,17,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,18,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,19,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,20,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,21,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,22,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,23,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,24,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,25,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,26,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,27,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,28,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
9,29,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,0,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,1,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,2,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,3,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,4,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,5,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,6,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,7,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,8,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,9,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,10,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,11,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,12,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,13,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,14,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,15,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,16,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,17,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,18,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,19,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,20,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,21,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,22,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,23,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,24,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,25,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,26,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,27,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,28,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
10,29,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
11,0,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
11,1,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
11,2,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
11,3,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
11,4,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
11,5,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
11,6,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
11,7,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
11,8,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
11,9,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
11,10,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
11,11,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
11,12,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,1,Bagging
